book,book_abbr,chapter,chapter_abbr,character,word_count
Towers of Midnight,TOM,Ch38: Wounds,38,Egwene al'Vere,2628
Towers of Midnight,TOM,Ch38: Wounds,38,Perrin Aybara,1171
Towers of Midnight,TOM,Ch38: Wounds,38,Egwene al'Vere,571
Towers of Midnight,TOM,Ch38: Wounds,38,Perrin Aybara,850
Towers of Midnight,TOM,Ch38: Wounds,38,Graendal,260
Towers of Midnight,TOM,Ch39: In the Three-fold Land,39,Aviendha,2329
Towers of Midnight,TOM,Ch40: A Making,40,Perrin Aybara,3562
Towers of Midnight,TOM,Ch40: A Making,40,Faile Bashere,1111
Towers of Midnight,TOM,Ch40: A Making,40,Perrin Aybara,714
Towers of Midnight,TOM,Ch40: A Making,40,Galadedrid Damodred,631
Towers of Midnight,TOM,Ch40: A Making,40,Perrin Aybara,880
Towers of Midnight,TOM,Ch41: An Unexpected Ally,41,Galadedrid Damodred,571
Towers of Midnight,TOM,Ch41: An Unexpected Ally,41,Perrin Aybara,886
Towers of Midnight,TOM,Ch41: An Unexpected Ally,41,Galadedrid Damodred,762
Towers of Midnight,TOM,Ch41: An Unexpected Ally,41,Perrin Aybara,982
Towers of Midnight,TOM,Ch41: An Unexpected Ally,41,Galadedrid Damodred,1551
Towers of Midnight,TOM,Ch42: Stronger than Blood,42,Gawyn Trakand,1236
Towers of Midnight,TOM,Ch42: Stronger than Blood,42,Lan Mandragoran,1386
Towers of Midnight,TOM,Ch43: Some Tea,43,Galadedrid Damodred,1447
Towers of Midnight,TOM,Ch43: Some Tea,43,Alliandre Maritha Kigarin,1480
Towers of Midnight,TOM,Ch44: A Backhanded Request,44,Morgase Trakand,1676
Towers of Midnight,TOM,Ch44: A Backhanded Request,44,Perrin Aybara,2613
Towers of Midnight,TOM,Ch45: A Reunion,45,Elayne Trakand,3977
Towers of Midnight,TOM,Ch45: A Reunion,45,Aviendha,967
Towers of Midnight,TOM,Ch46: Working Leather,46,Androl Genhald,6010
Towers of Midnight,TOM,Ch47: A Teaching Chamber,47,Faile Bashere,4114
Towers of Midnight,TOM,Ch47: A Teaching Chamber,47,Tuon Athaem Kore Paendrag,2110
Towers of Midnight,TOM,Ch47: A Teaching Chamber,47,Perrin Aybara,1725
Towers of Midnight,TOM,Ch48: Near Avendesora,48,Aviendha,4566
Towers of Midnight,TOM,Ch49: Court of the Sun,49,Aviendha,4938
Towers of Midnight,TOM,Ch50: Choosing Enemies,50,Elayne Trakand,3311
Towers of Midnight,TOM,Ch51: A Testing,51,Min Farshaw,3123
Towers of Midnight,TOM,Ch51: A Testing,51,Cadsuane Melaidhrin,1040
Towers of Midnight,TOM,Ch52: Boots,52,Elayne Trakand,2952
Towers of Midnight,TOM,Ch52: Boots,52,Matrim Cauthon,2822
Towers of Midnight,TOM,Ch53: Gateways,53,Pevara Tazanovni,1855
Towers of Midnight,TOM,Ch53: Gateways,53,Perrin Aybara,2155
Towers of Midnight,TOM,Ch53: Gateways,53,Matrim Cauthon,4417
Towers of Midnight,TOM,Ch54: The Light of the World,54,Matrim Cauthon,5406
Towers of Midnight,TOM,Ch55: The One Left Behind,55,Matrim Cauthon,3330
Towers of Midnight,TOM,Ch56: Something Wrong,56,Egwene al'Vere,1233
Towers of Midnight,TOM,Ch56: Something Wrong,56,Androl Genhald,1423
Towers of Midnight,TOM,Ch57: A Rabbit for Supper,57,Matrim Cauthon,2986
Towers of Midnight,TOM,Epilogue: And After,Epilogue,Graendal,564
Towers of Midnight,TOM,Epilogue: And After,Epilogue,Perrin Aybara,1433
Towers of Midnight,TOM,Epilogue: And After,Epilogue,Olver,1663
Towers of Midnight,TOM,Epilogue: And After,Epilogue,Barriga,456
Towers of Midnight,TOM,Epilogue: And After,Epilogue,Rand al'Thor,925
Towers of Midnight,TOM,Epilogue: And After,Epilogue,Lan Mandragoran,475
Towers of Midnight,TOM,Epilogue: And After,Epilogue,Quote,245
A Memory of Light,AMOL,Prologue: By Grace and Banners Fallen,Prologue,Quote,87
A Memory of Light,AMOL,Prologue: By Grace and Banners Fallen,Prologue,Bayrd,2733
A Memory of Light,AMOL,Prologue: By Grace and Banners Fallen,Prologue,Talmanes,876
A Memory of Light,AMOL,Prologue: By Grace and Banners Fallen,Prologue,Isam,2599
A Memory of Light,AMOL,Prologue: By Grace and Banners Fallen,Prologue,Talmanes,1197
A Memory of Light,AMOL,Prologue: By Grace and Banners Fallen,Prologue,Leilwin Shipless,3133
A Memory of Light,AMOL,Prologue: By Grace and Banners Fallen,Prologue,Talmanes,1107
A Memory of Light,AMOL,Prologue: By Grace and Banners Fallen,Prologue,Aviendha,2443
A Memory of Light,AMOL,Prologue: By Grace and Banners Fallen,Prologue,Talmanes,1673
A Memory of Light,AMOL,Prologue: By Grace and Banners Fallen,Prologue,Androl Genhald,3174
A Memory of Light,AMOL,Prologue: By Grace and Banners Fallen,Prologue,Talmanes,2311
A Memory of Light,AMOL,Prologue: By Grace and Banners Fallen,Prologue,Moghedien,2499
A Memory of Light,AMOL,Prologue: By Grace and Banners Fallen,Prologue,Talmanes,1294
A Memory of Light,AMOL,Ch1: Eastward the Wind Blew,1,Rand al'Thor,2931
A Memory of Light,AMOL,Ch1: Eastward the Wind Blew,1,Egwene al'Vere,2733
A Memory of Light,AMOL,Ch1: Eastward the Wind Blew,1,Rand al'Thor,2503
A Memory of Light,AMOL,Ch2: The Choice of an Ajah,2,Pevara,3963
A Memory of Light,AMOL,Ch2: The Choice of an Ajah,2,Aviendha,2975
A Memory of Light,AMOL,Ch3: A Dangerous Place,3,Androl Genhald,2470
A Memory of Light,AMOL,Ch3: A Dangerous Place,3,Rand al'Thor,1470
A Memory of Light,AMOL,Ch3: A Dangerous Place,3,Pevara,2344
A Memory of Light,AMOL,Ch4: Advantages to a Bond,4,Androl Genhald,2564
A Memory of Light,AMOL,Ch4: Advantages to a Bond,4,Rand al'Thor,1467
A Memory of Light,AMOL,Ch4: Advantages to a Bond,4,Pevara,2240
A Memory of Light,AMOL,Ch5: To Require a Boon,5,Rand al'Thor,1412
A Memory of Light,AMOL,Ch5: To Require a Boon,5,Egwene al'Vere,8450
A Memory of Light,AMOL,Ch6: A Knack,6,Perrin Aybara,5145
A Memory of Light,AMOL,Ch6: A Knack,6,Lan Mandragoran,2167
A Memory of Light,AMOL,Ch7: Into the Thick of It,7,Elayne Trakand,2667
A Memory of Light,AMOL,Ch7: Into the Thick of It,7,Lan Mandragoran,3217
A Memory of Light,AMOL,Ch8: That Smoldering City,8,Elayne Trakand,2143
A Memory of Light,AMOL,Ch8: That Smoldering City,8,Androl Genhald,2141
A Memory of Light,AMOL,Ch9: To Die Well,9,Lan Mandragoran,2189
A Memory of Light,AMOL,Ch9: To Die Well,9,Egwene al'Vere,1858
A Memory of Light,AMOL,Ch9: To Die Well,9,Rand al'Thor,2729
A Memory of Light,AMOL,Ch10: The Use of Dragons,10,Perrin Aybara,236
A Memory of Light,AMOL,Ch10: The Use of Dragons,10,Elayne Trakand,1630
A Memory of Light,AMOL,Ch10: The Use of Dragons,10,Androl Genhald,491
A Memory of Light,AMOL,Ch10: The Use of Dragons,10,Lan Mandragoran,513
A Memory of Light,AMOL,Ch10: The Use of Dragons,10,Elayne Trakand,1962
A Memory of Light,AMOL,Ch11: Just Another Sell-sword,11,Egwene al'Vere,1552
A Memory of Light,AMOL,Ch11: Just Another Sell-sword,11,Matrim Cauthon,3711
A Memory of Light,AMOL,Ch11: Just Another Sell-sword,11,Rand al'Thor,2160
A Memory of Light,AMOL,Ch12: A Shard of a Moment,12,Birgitte,1054
A Memory of Light,AMOL,Ch12: A Shard of a Moment,12,Rand al'Thor,2284
A Memory of Light,AMOL,Ch12: A Shard of a Moment,12,Perrin Aybara,687
A Memory of Light,AMOL,Ch13: What Must Be Done,13,Egwene al'Vere,1568
A Memory of Light,AMOL,Ch13: What Must Be Done,13,Elayne Trakand,1024
A Memory of Light,AMOL,Ch13: What Must Be Done,13,Perrin Aybara,2348
A Memory of Light,AMOL,Ch14: Doses of Forkroot,14,Perrin Aybara,2017
A Memory of Light,AMOL,Ch14: Doses of Forkroot,14,Androl Genhald,2055
A Memory of Light,AMOL,Ch14: Doses of Forkroot,14,Perrin Aybara,1984
A Memory of Light,AMOL,Ch14: Doses of Forkroot,14,Androl Genhald,504
A Memory of Light,AMOL,Ch15: Your Neck in a Cord,15,Matrim Cauthon,2463
A Memory of Light,AMOL,Ch15: Your Neck in a Cord,15,Rand al'Thor,3016
A Memory of Light,AMOL,Ch15: Your Neck in a Cord,15,Matrim Cauthon,2504
A Memory of Light,AMOL,Ch16: A Silence Like Screaming,16,Loial,863
A Memory of Light,AMOL,Ch16: A Silence Like Screaming,16,Galad Damodred,511
A Memory of Light,AMOL,Ch16: A Silence Like Screaming,16,Rand al'Thor,1471
A Memory of Light,AMOL,Ch16: A Silence Like Screaming,16,Moiraine Damodred,180
A Memory of Light,AMOL,Ch16: A Silence Like Screaming,16,Lan Mandragoran,3004
A Memory of Light,AMOL,"17, Ch17: Older, More Weathered","17, Ch17",Matrim Cauthon,3614
A Memory of Light,AMOL,Ch18: To Feel Wasted,18,Gawyn Trakand,3488
A Memory of Light,AMOL,Ch18: To Feel Wasted,18,Lan Mandragoran,2063
A Memory of Light,AMOL,Ch18: To Feel Wasted,18,Rand al'Thor,1859
A Memory of Light,AMOL,Ch19: The Choice of a Patch,19,Elayne Trakand,1982
A Memory of Light,AMOL,Ch19: The Choice of a Patch,19,Egwene al'Vere,1511
A Memory of Light,AMOL,Ch19: The Choice of a Patch,19,Matrim Cauthon,1748
A Memory of Light,AMOL,Ch20: Into Thankan'dar,20,Egwene al'Vere,2571
A Memory of Light,AMOL,Ch20: Into Thankan'dar,20,Aviendha,3559
A Memory of Light,AMOL,Ch21: Not a Mistake to Ignore,21,Siuan Sanche,1514
A Memory of Light,AMOL,Ch21: Not a Mistake to Ignore,21,Lyrelle,2139
A Memory of Light,AMOL,Ch21: Not a Mistake to Ignore,21,Pevara,574
A Memory of Light,AMOL,Ch22: The Wyld,22,Egwene al'Vere,2260
A Memory of Light,AMOL,Ch22: The Wyld,22,Perrin Aybara,2586
A Memory of Light,AMOL,Ch23: At the Edge of Time,23,Gawyn Trakand,717
A Memory of Light,AMOL,Ch23: At the Edge of Time,23,Egwene al'Vere,2020
A Memory of Light,AMOL,Ch23: At the Edge of Time,23,Aviendha,2745
A Memory of Light,AMOL,Ch23: At the Edge of Time,23,Rand al'Thor,1091
A Memory of Light,AMOL,Ch24: To Ignore the Omens,24,Fortuona,2549
A Memory of Light,AMOL,Ch24: To Ignore the Omens,24,Lan Mandragoran,748
A Memory of Light,AMOL,Ch24: To Ignore the Omens,24,Elayne Trakand,1995
A Memory of Light,AMOL,Ch24: To Ignore the Omens,24,Rodel Ituralde,2348
A Memory of Light,AMOL,Ch25: Quick Fragments,25,Siuan Sanche,745
A Memory of Light,AMOL,Ch25: Quick Fragments,25,Rand al'Thor,827
A Memory of Light,AMOL,Ch25: Quick Fragments,25,Lan Mandragoran,931
A Memory of Light,AMOL,Ch25: Quick Fragments,25,Perrin Aybara,4201
A Memory of Light,AMOL,Ch26: Considerations,26,Egwene al'Vere,3640
A Memory of Light,AMOL,Ch26: Considerations,26,Elayne Trakand,2173
A Memory of Light,AMOL,Ch27: Friendly Fire,27,Gareth Bryne,2686
A Memory of Light,AMOL,Ch27: Friendly Fire,27,Min Farshaw,3156
A Memory of Light,AMOL,Ch28: Too Many Men,28,Lan Mandragoran,1877
A Memory of Light,AMOL,Ch28: Too Many Men,28,Loial,500
A Memory of Light,AMOL,Ch28: Too Many Men,28,Matrim Cauthon,1553
A Memory of Light,AMOL,Ch29: The Loss of a Hill,29,Egwene al'Vere,913
A Memory of Light,AMOL,Ch29: The Loss of a Hill,29,Lan Mandragoran,1580
A Memory of Light,AMOL,Ch29: The Loss of a Hill,29,Matrim Cauthon,4083
A Memory of Light,AMOL,Ch30: The Way of the Predator,30,Perrin Aybara,1834
A Memory of Light,AMOL,Ch30: The Way of the Predator,30,Rand al'Thor,1630
A Memory of Light,AMOL,Ch30: The Way of the Predator,30,Elayne Trakand,2442
A Memory of Light,AMOL,Ch31: A Tempest of Water,31,Egwene al'Vere,1221
A Memory of Light,AMOL,Ch31: A Tempest of Water,31,Rodel Ituralde,1527
A Memory of Light,AMOL,Ch31: A Tempest of Water,31,Egwene al'Vere,2367
A Memory of Light,AMOL,Ch32: A Yellow Flower-Spider,32,Matrim Cauthon,4300
A Memory of Light,AMOL,Ch32: A Yellow Flower-Spider,32,Galad Damodred,1339
A Memory of Light,AMOL,Ch33: The Prince's Tabac,33,Perrin Aybara,1929
A Memory of Light,AMOL,Ch33: The Prince's Tabac,33,Faile,3443
A Memory of Light,AMOL,Ch33: The Prince's Tabac,33,Aviendha,4005
A Memory of Light,AMOL,Ch34: Drifting,34,Rand al'Thor,335
A Memory of Light,AMOL,Ch34: Drifting,34,Perrin Aybara,573
A Memory of Light,AMOL,Ch34: Drifting,34,Faile,1846
A Memory of Light,AMOL,Ch34: Drifting,34,Aviendha,1175
A Memory of Light,AMOL,Ch35: A Practiced Grin,35,Olver,1882
A Memory of Light,AMOL,Ch35: A Practiced Grin,35,Cadsuane Melaidhrin,766
A Memory of Light,AMOL,Ch35: A Practiced Grin,35,Faile,1411
A Memory of Light,AMOL,Ch36: Unchangeable Things,36,Nynaeve al'Meara,893
A Memory of Light,AMOL,Ch36: Unchangeable Things,36,Matrim Cauthon,3514
A Memory of Light,AMOL,Ch36: Unchangeable Things,36,Perrin Aybara,294
A Memory of Light,AMOL,Ch37: The Last Battle,37,Lan Mandragoran,663
A Memory of Light,AMOL,Ch37: The Last Battle,37,Elayne Trakand,2017
A Memory of Light,AMOL,Ch37: The Last Battle,37,Uno Nomesta,2062
A Memory of Light,AMOL,Ch37: The Last Battle,37,Logain Ablar,1147
A Memory of Light,AMOL,Ch37: The Last Battle,37,Gawyn Trakand,852
A Memory of Light,AMOL,Ch37: The Last Battle,37,Tam al'Thor,1414
A Memory of Light,AMOL,Ch37: The Last Battle,37,Pevara,1621
A Memory of Light,AMOL,Ch37: The Last Battle,37,Matrim Cauthon,2533
A Memory of Light,AMOL,Ch37: The Last Battle,37,Galad Damodred,1042
A Memory of Light,AMOL,Ch37: The Last Battle,37,Rand al'Thor,2691
A Memory of Light,AMOL,Ch37: The Last Battle,37,Egwene al'Vere,1177
A Memory of Light,AMOL,Ch37: The Last Battle,37,Gawyn Trakand,2931
A Memory of Light,AMOL,Ch37: The Last Battle,37,Faile,1059
A Memory of Light,AMOL,Ch37: The Last Battle,37,Perrin Aybara,1251
A Memory of Light,AMOL,Ch37: The Last Battle,37,Androl Genhald,1357
A Memory of Light,AMOL,Ch37: The Last Battle,37,Rhuarc,1423
A Memory of Light,AMOL,Ch37: The Last Battle,37,Rand al'Thor,1212
A Memory of Light,AMOL,Ch37: The Last Battle,37,Silviana Brehon,2455
A Memory of Light,AMOL,Ch37: The Last Battle,37,Elayne Trakand,1418
A Memory of Light,AMOL,Ch37: The Last Battle,37,Matrim Cauthon,1352
A Memory of Light,AMOL,Ch37: The Last Battle,37,Min Farshaw,1352
A Memory of Light,AMOL,Ch37: The Last Battle,37,Egwene al'Vere,171
A Memory of Light,AMOL,Ch37: The Last Battle,37,Demandred,2082
A Memory of Light,AMOL,Ch37: The Last Battle,37,Rand al'Thor,294
A Memory of Light,AMOL,Ch37: The Last Battle,37,Juilin Sandar,647
A Memory of Light,AMOL,Ch37: The Last Battle,37,Pevara,2021
A Memory of Light,AMOL,Ch37: The Last Battle,37,Galad Damodred,1460
A Memory of Light,AMOL,Ch37: The Last Battle,37,Egwene al'Vere,251
A Memory of Light,AMOL,Ch37: The Last Battle,37,Tam al'Thor,792
A Memory of Light,AMOL,Ch37: The Last Battle,37,Fortuona,996
A Memory of Light,AMOL,Ch37: The Last Battle,37,Rand al'Thor,1864
A Memory of Light,AMOL,Ch37: The Last Battle,37,Matrim Cauthon,610
A Memory of Light,AMOL,Ch37: The Last Battle,37,Tam al'Thor,1569
A Memory of Light,AMOL,Ch37: The Last Battle,37,Elayne Trakand,915
A Memory of Light,AMOL,Ch37: The Last Battle,37,Galad Damodred,574
A Memory of Light,AMOL,Ch37: The Last Battle,37,Nynaeve al'Meara,202
A Memory of Light,AMOL,Ch37: The Last Battle,37,Matrim Cauthon,2414
A Memory of Light,AMOL,Ch37: The Last Battle,37,Egwene al'Vere,1025
A Memory of Light,AMOL,Ch37: The Last Battle,37,Galad Damodred,563
A Memory of Light,AMOL,Ch37: The Last Battle,37,Androl Genhald,993
A Memory of Light,AMOL,Ch37: The Last Battle,37,Gerard Arganda,2340
A Memory of Light,AMOL,Ch37: The Last Battle,37,Rand al'Thor,1976
A Memory of Light,AMOL,Ch37: The Last Battle,37,Matrim Cauthon,602
A Memory of Light,AMOL,Ch37: The Last Battle,37,Olver,2943
A Memory of Light,AMOL,Ch37: The Last Battle,37,Leane Sharif,837
A Memory of Light,AMOL,Ch37: The Last Battle,37,Talmanes,837
A Memory of Light,AMOL,Ch37: The Last Battle,37,Faile,1389
A Memory of Light,AMOL,Ch37: The Last Battle,37,Logain Ablar,796
A Memory of Light,AMOL,Ch37: The Last Battle,37,Egwene al'Vere,683
A Memory of Light,AMOL,Ch37: The Last Battle,37,Ila,861
A Memory of Light,AMOL,Ch37: The Last Battle,37,Olver,845
A Memory of Light,AMOL,Ch37: The Last Battle,37,Logain Ablar,928
A Memory of Light,AMOL,Ch37: The Last Battle,37,Egwene al'Vere,816
A Memory of Light,AMOL,Ch37: The Last Battle,37,Hurin,561
A Memory of Light,AMOL,Ch37: The Last Battle,37,Berelain,1526
A Memory of Light,AMOL,Ch37: The Last Battle,37,Rand al'Thor,506
A Memory of Light,AMOL,Ch37: The Last Battle,37,Mazrim Taim,1134
A Memory of Light,AMOL,Ch37: The Last Battle,37,Elayne Trakand,1218
A Memory of Light,AMOL,Ch37: The Last Battle,37,Rand al'Thor,300
A Memory of Light,AMOL,Ch37: The Last Battle,37,Min Farshaw,1773
A Memory of Light,AMOL,Ch37: The Last Battle,37,Egwene al'Vere,1746
A Memory of Light,AMOL,Ch37: The Last Battle,37,Rand al'Thor,124
A Memory of Light,AMOL,Ch37: The Last Battle,37,Leane Sharif,178
A Memory of Light,AMOL,Ch37: The Last Battle,37,Berelain,214
A Memory of Light,AMOL,Ch37: The Last Battle,37,Matrim Cauthon,1235
A Memory of Light,AMOL,Ch37: The Last Battle,37,Olver,69
A Memory of Light,AMOL,Ch37: The Last Battle,37,Loial,426
A Memory of Light,AMOL,Ch37: The Last Battle,37,Tam al'Thor,260
A Memory of Light,AMOL,Ch37: The Last Battle,37,Lan Mandragoran,628
A Memory of Light,AMOL,Ch37: The Last Battle,37,Min Farshaw,111
A Memory of Light,AMOL,Ch37: The Last Battle,37,Rand al'Thor,60
A Memory of Light,AMOL,Ch37: The Last Battle,37,Lan Mandragoran,811
A Memory of Light,AMOL,Ch38: The Place That Was Not,38,Rand al'Thor,539
A Memory of Light,AMOL,Ch38: The Place That Was Not,38,Shendla,65
A Memory of Light,AMOL,Ch38: The Place That Was Not,38,Rand al'Thor,449
A Memory of Light,AMOL,Ch38: The Place That Was Not,38,Loial,145
A Memory of Light,AMOL,Ch39: Those Who Fight,39,Rand al'Thor,513
A Memory of Light,AMOL,Ch39: Those Who Fight,39,Matrim Cauthon,141
A Memory of Light,AMOL,Ch39: Those Who Fight,39,Rand al'Thor,21
A Memory of Light,AMOL,Ch39: Those Who Fight,39,Matrim Cauthon,101
A Memory of Light,AMOL,Ch39: Those Who Fight,39,Rand al'Thor,40
A Memory of Light,AMOL,Ch39: Those Who Fight,39,Olver,48
A Memory of Light,AMOL,Ch39: Those Who Fight,39,Matrim Cauthon,159
A Memory of Light,AMOL,Ch39: Those Who Fight,39,Elayne Trakand,361
A Memory of Light,AMOL,Ch39: Those Who Fight,39,Matrim Cauthon,1368
A Memory of Light,AMOL,Ch39: Those Who Fight,39,Olver,312
A Memory of Light,AMOL,Ch40: Wolfbrother,40,Elayne Trakand,435
A Memory of Light,AMOL,Ch40: Wolfbrother,40,Aviendha,1304
A Memory of Light,AMOL,Ch40: Wolfbrother,40,Elayne Trakand,`560
A Memory of Light,AMOL,Ch40: Wolfbrother,40,Matrim Cauthon,721
A Memory of Light,AMOL,Ch40: Wolfbrother,40,Jur Grady,833
A Memory of Light,AMOL,Ch41: A Smile,41,Pevara,638
A Memory of Light,AMOL,Ch41: A Smile,41,Moghedien,1034
A Memory of Light,AMOL,Ch41: A Smile,41,Talmanes,304
A Memory of Light,AMOL,Ch42: Impossibilities,42,Aviendha,1087
A Memory of Light,AMOL,Ch42: Impossibilities,42,Atal Mishraile,1423
A Memory of Light,AMOL,Ch42: Impossibilities,42,Pevara,367
A Memory of Light,AMOL,Ch42: Impossibilities,42,Aviendha,560
A Memory of Light,AMOL,Ch43: A Field of Glass,43,Logain Ablar,862
A Memory of Light,AMOL,Ch43: A Field of Glass,43,Matrim Cauthon,1287
A Memory of Light,AMOL,Ch43: A Field of Glass,43,Rand al'Thor,384
A Memory of Light,AMOL,Ch43: A Field of Glass,43,Aviendha,444
A Memory of Light,AMOL,Ch44: Two Craftsmen,44,Perrin Aybara,2634
A Memory of Light,AMOL,Ch44: Two Craftsmen,44,Thom Merrilin,1632
A Memory of Light,AMOL,Ch45: Tendrils of Mist,45,Matrim Cauthon,427
A Memory of Light,AMOL,Ch45: Tendrils of Mist,45,Shaisam,587
A Memory of Light,AMOL,Ch45: Tendrils of Mist,45,Gaul,920
A Memory of Light,AMOL,Ch45: Tendrils of Mist,45,Matrim Cauthon,1120
A Memory of Light,AMOL,Ch46: To Awaken,46,Rand al'Thor,143
A Memory of Light,AMOL,Ch46: To Awaken,46,Nynaeve al'Meara,256
A Memory of Light,AMOL,Ch46: To Awaken,46,Perrin Aybara,1950
A Memory of Light,AMOL,Ch46: To Awaken,46,Matrim Cauthon,483
A Memory of Light,AMOL,Ch47: Watching the Flow Writhe,47,Aviendha,425
A Memory of Light,AMOL,Ch47: Watching the Flow Writhe,47,Shaisam,173
A Memory of Light,AMOL,Ch47: Watching the Flow Writhe,47,Perrin Aybara,422
A Memory of Light,AMOL,Ch47: Watching the Flow Writhe,47,Rand al'Thor,512
A Memory of Light,AMOL,Ch48: A Brilliant Lance,48,Elayne Trakand,150
A Memory of Light,AMOL,Ch48: A Brilliant Lance,48,Thom Merrilin,61
A Memory of Light,AMOL,Ch48: A Brilliant Lance,48,Min Farshaw,85
A Memory of Light,AMOL,Ch48: A Brilliant Lance,48,Aviendha,155
A Memory of Light,AMOL,Ch48: A Brilliant Lance,48,Logain Ablar,356
A Memory of Light,AMOL,Ch49: Light and Shadow,49,Perrin Aybara,1074
A Memory of Light,AMOL,Ch49: Light and Shadow,49,Rand al'Thor,421
A Memory of Light,AMOL,Ch49: Light and Shadow,49,Moiraine Damodred,162
A Memory of Light,AMOL,Epiloque: To See the Answer,Epiloque,Rand al'Thor,184
A Memory of Light,AMOL,Epiloque: To See the Answer,Epiloque,Matrim Cauthon,182
A Memory of Light,AMOL,Epiloque: To See the Answer,Epiloque,Perrin Aybara,1025
A Memory of Light,AMOL,Epiloque: To See the Answer,Epiloque,Loial,872
A Memory of Light,AMOL,Epiloque: To See the Answer,Epiloque,Matrim Cauthon,372
A Memory of Light,AMOL,Epiloque: To See the Answer,Epiloque,Perrin Aybara,167
A Memory of Light,AMOL,Epiloque: To See the Answer,Epiloque,Moghedien,413
A Memory of Light,AMOL,Epiloque: To See the Answer,Epiloque,Nynaeve al'Meara,472
A Memory of Light,AMOL,Epiloque: To See the Answer,Epiloque,Perrin Aybara,633
A Memory of Light,AMOL,Epiloque: To See the Answer,Epiloque,Birgitte,357
A Memory of Light,AMOL,Epiloque: To See the Answer,Epiloque,Tam al'Thor,262
A Memory of Light,AMOL,Epiloque: To See the Answer,Epiloque,Min Farshaw,615
A Memory of Light,AMOL,Epiloque: To See the Answer,Epiloque,Rand al'Thor,708
A Memory of Light,AMOL,Epiloque: To See the Answer,Epiloque,Cadsuane Melaidhrin,180
A Memory of Light,AMOL,Epiloque: To See the Answer,Epiloque,Rand al'Thor,708
A Memory of Light,AMOL,Epiloque: To See the Answer,Epiloque,Quote,182
