book,book_abbr,book_order,chapter,chapter_abbr,chapter_order,image_urls,images
A Memory of Light,AMOL,15,Chapter 9: To Die Well,,664,https://library.tarvalon.net/images/thumb/c/cb/Heron-Marked_Sword_Chapter_Icon_Square.png/150px-Heron-Marked_Sword_Chapter_Icon_Square.png,"[{'url': 'https://library.tarvalon.net/images/thumb/c/cb/Heron-Marked_Sword_Chapter_Icon_Square.png/150px-Heron-Marked_Sword_Chapter_Icon_Square.png', 'path': 'full/2a713bd881ffef9b71de880a94da798f50cc4519.jpg', 'checksum': 'be7cfe986aa19035a1e88022e5e1e435'}]"
A Memory of Light,AMOL,15,Chapter 8: That Smoldering City,,663,https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png', 'path': 'full/808bf5d12d03d3f70f526c171e2d11d6e60da030.jpg', 'checksum': '5e946bb89b5bcfa03bfc1c52016de9a6'}]"
A Memory of Light,AMOL,15,Chapter 7: Into the Thick of It,,662,https://library.tarvalon.net/images/thumb/b/b5/Leafless_Tree_Chapter_Icon.png/150px-Leafless_Tree_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/b/b5/Leafless_Tree_Chapter_Icon.png/150px-Leafless_Tree_Chapter_Icon.png', 'path': 'full/c987ad8b8941b782c447ed5dacae9a3b1c90bc85.jpg', 'checksum': '0c020b74f093414e33c07309f1e03b0d'}]"
A Memory of Light,AMOL,15,Chapter 6: A Knack,,661,https://library.tarvalon.net/images/thumb/6/66/Staff_Chapter_Icon.png/150px-Staff_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/6/66/Staff_Chapter_Icon.png/150px-Staff_Chapter_Icon.png', 'path': 'full/144d8d2feba1ee02a85f242b9aa3befde74541f0.jpg', 'checksum': '8fae06b3a785c8acb55e5b3b5a0c3bd9'}]"
A Memory of Light,AMOL,15,Chapter 5: To Require a Boon,,660,https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png', 'path': 'full/56fa5b7fe9f28141ed20ebb1d054b9e969f9343c.jpg', 'checksum': 'fb3d65c762426f0646cf090bf4805183'}]"
A Memory of Light,AMOL,15,Chapter 4: Advantages to a Bond,,659,https://library.tarvalon.net/images/thumb/3/3c/Dragon%27s_Fang_Chapter_Icon.png/150px-Dragon%27s_Fang_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3c/Dragon%27s_Fang_Chapter_Icon.png/150px-Dragon%27s_Fang_Chapter_Icon.png', 'path': 'full/e0499e6fb77d41e53a75bac8662ee87bb017e51c.jpg', 'checksum': '45b6872cbc561616e4e0f6543a4544ba'}]"
A Memory of Light,AMOL,15,Chapter 3: A Dangerous Place,,658,https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png', 'path': 'full/ed0773bbe7571d3225d5936ad6e2e335beb2205c.jpg', 'checksum': '5d577e48a84d99340ee361c8057794e1'}]"
A Memory of Light,AMOL,15,Chapter 2: The Choice of an Ajah,,657,https://library.tarvalon.net/images/thumb/3/3c/Dragon%27s_Fang_Chapter_Icon.png/150px-Dragon%27s_Fang_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3c/Dragon%27s_Fang_Chapter_Icon.png/150px-Dragon%27s_Fang_Chapter_Icon.png', 'path': 'full/e0499e6fb77d41e53a75bac8662ee87bb017e51c.jpg', 'checksum': '45b6872cbc561616e4e0f6543a4544ba'}]"
A Memory of Light,AMOL,15,Chapter 1: Eastward the Wind Blew,,656,https://library.tarvalon.net/images/thumb/7/73/Blighted_Tree_Chapter_Icon.png/150px-Blighted_Tree_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/73/Blighted_Tree_Chapter_Icon.png/150px-Blighted_Tree_Chapter_Icon.png', 'path': 'full/45bf545966bc0744130394f31c7476b31626a27c.jpg', 'checksum': '926cc17517bef5ae147178d832f0613b'}]"
The Towers of Midnight,TTOM,14,Epilogue: And After,Epilogue,654,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
A Memory of Light,AMOL,15,Prologue: By Grace and Banners Fallen,Prologue,655,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
The Towers of Midnight,TTOM,14,Chapter 57: A Rabbit for Supper,7,653,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
The Towers of Midnight,TTOM,14,Chapter 56: Something Wrong,6,652,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
The Towers of Midnight,TTOM,14,Chapter 55: The One Left Behind,5,651,https://library.tarvalon.net/images/thumb/7/71/Aelfinn_and_Eelfinn_Chapter_Icon.png/150px-Aelfinn_and_Eelfinn_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/71/Aelfinn_and_Eelfinn_Chapter_Icon.png/150px-Aelfinn_and_Eelfinn_Chapter_Icon.png', 'path': 'full/b79f1a5bb5cc58ee393405c846a879fac27b18fc.jpg', 'checksum': '9cfa5d16d5f3e6e74b1713458db28ba2'}]"
The Towers of Midnight,TTOM,14,Chapter 54: The Light of the World,4,650,https://library.tarvalon.net/images/thumb/7/71/Aelfinn_and_Eelfinn_Chapter_Icon.png/150px-Aelfinn_and_Eelfinn_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/71/Aelfinn_and_Eelfinn_Chapter_Icon.png/150px-Aelfinn_and_Eelfinn_Chapter_Icon.png', 'path': 'full/b79f1a5bb5cc58ee393405c846a879fac27b18fc.jpg', 'checksum': '9cfa5d16d5f3e6e74b1713458db28ba2'}]"
The Towers of Midnight,TTOM,14,Chapter 53: Gateways,3,649,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
The Towers of Midnight,TTOM,14,Chapter 52: Boots,2,648,https://library.tarvalon.net/images/thumb/c/ce/Rising_Sun_Chapter_Icon.png/210px-Rising_Sun_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/c/ce/Rising_Sun_Chapter_Icon.png/210px-Rising_Sun_Chapter_Icon.png', 'path': 'full/58d82a3841c18e6c738fedb760ed23f91a88702b.jpg', 'checksum': '6417c8b13ba9d3b9f42d9f560522fd4b'}]"
The Towers of Midnight,TTOM,14,Chapter 51: A Testing,1,647,https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png', 'path': 'full/ed0773bbe7571d3225d5936ad6e2e335beb2205c.jpg', 'checksum': '5d577e48a84d99340ee361c8057794e1'}]"
The Towers of Midnight,TTOM,14,Chapter 50: Choosing Enemies,0,646,https://library.tarvalon.net/images/thumb/c/ce/Rising_Sun_Chapter_Icon.png/210px-Rising_Sun_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/c/ce/Rising_Sun_Chapter_Icon.png/210px-Rising_Sun_Chapter_Icon.png', 'path': 'full/58d82a3841c18e6c738fedb760ed23f91a88702b.jpg', 'checksum': '6417c8b13ba9d3b9f42d9f560522fd4b'}]"
The Towers of Midnight,TTOM,14,Chapter 49: Court of the Sun,9,645,https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png', 'path': 'full/56fa5b7fe9f28141ed20ebb1d054b9e969f9343c.jpg', 'checksum': 'fb3d65c762426f0646cf090bf4805183'}]"
The Towers of Midnight,TTOM,14,Chapter 48: Near,8,644,https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png', 'path': 'full/56fa5b7fe9f28141ed20ebb1d054b9e969f9343c.jpg', 'checksum': 'fb3d65c762426f0646cf090bf4805183'}]"
The Towers of Midnight,TTOM,14,Chapter 46: Working Leather,6,642,https://library.tarvalon.net/images/thumb/3/3c/Dragon%27s_Fang_Chapter_Icon.png/150px-Dragon%27s_Fang_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3c/Dragon%27s_Fang_Chapter_Icon.png/150px-Dragon%27s_Fang_Chapter_Icon.png', 'path': 'full/e0499e6fb77d41e53a75bac8662ee87bb017e51c.jpg', 'checksum': '45b6872cbc561616e4e0f6543a4544ba'}]"
The Towers of Midnight,TTOM,14,Chapter 47: A Teaching Chamber,7,643,https://library.tarvalon.net/images/thumb/b/ba/A%27dam_Chapter_Icon.png/150px-A%27dam_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/b/ba/A%27dam_Chapter_Icon.png/150px-A%27dam_Chapter_Icon.png', 'path': 'full/461ce97361b93fcfc62d9c9564a35727be8e80e4.jpg', 'checksum': '0cdf79cdf1d15eeb6441ec9dac8ce797'}]"
The Towers of Midnight,TTOM,14,Chapter 45: A Reunion,5,641,https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png', 'path': 'full/808bf5d12d03d3f70f526c171e2d11d6e60da030.jpg', 'checksum': '5e946bb89b5bcfa03bfc1c52016de9a6'}]"
The Towers of Midnight,TTOM,14,Chapter 44: A Backhanded Request,4,640,https://library.tarvalon.net/images/thumb/0/0a/Blacksmith%27s_Puzzle_Chapter_Icon.png/150px-Blacksmith%27s_Puzzle_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/0/0a/Blacksmith%27s_Puzzle_Chapter_Icon.png/150px-Blacksmith%27s_Puzzle_Chapter_Icon.png', 'path': 'full/e5ea6c4d9557922b51a721b3eab989ed141ea1c5.jpg', 'checksum': '48a0a9e6cf7bbf516b31cb611a12196d'}]"
The Towers of Midnight,TTOM,14,Chapter 43: Some Tea,3,639,https://library.tarvalon.net/images/thumb/8/8a/Falcon_Chapter_Icon.png/150px-Falcon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/8/8a/Falcon_Chapter_Icon.png/150px-Falcon_Chapter_Icon.png', 'path': 'full/c73afc186fbae97b990072b8d0a546cbd5168c6c.jpg', 'checksum': '74775eb0e6a2d5950818c2e451bc38b4'}]"
The Towers of Midnight,TTOM,14,Chapter 42: Stronger than Blood,2,638,https://library.tarvalon.net/images/thumb/c/cb/Heron-Marked_Sword_Chapter_Icon_Square.png/150px-Heron-Marked_Sword_Chapter_Icon_Square.png,"[{'url': 'https://library.tarvalon.net/images/thumb/c/cb/Heron-Marked_Sword_Chapter_Icon_Square.png/150px-Heron-Marked_Sword_Chapter_Icon_Square.png', 'path': 'full/2a713bd881ffef9b71de880a94da798f50cc4519.jpg', 'checksum': 'be7cfe986aa19035a1e88022e5e1e435'}]"
The Towers of Midnight,TTOM,14,Chapter 41: An Unexpected Ally,1,637,https://library.tarvalon.net/images/thumb/9/9d/Sunburst_Chapter_Icon.png/150px-Sunburst_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/9/9d/Sunburst_Chapter_Icon.png/150px-Sunburst_Chapter_Icon.png', 'path': 'full/f7da70be5354334fc38dcea713ba45aa46e89f86.jpg', 'checksum': '106adb1cc6d2473833ffccfa9366d835'}]"
The Towers of Midnight,TTOM,14,Chapter 40: A Making,0,636,https://library.tarvalon.net/images/thumb/0/0a/Blacksmith%27s_Puzzle_Chapter_Icon.png/150px-Blacksmith%27s_Puzzle_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/0/0a/Blacksmith%27s_Puzzle_Chapter_Icon.png/150px-Blacksmith%27s_Puzzle_Chapter_Icon.png', 'path': 'full/e5ea6c4d9557922b51a721b3eab989ed141ea1c5.jpg', 'checksum': '48a0a9e6cf7bbf516b31cb611a12196d'}]"
The Towers of Midnight,TTOM,14,Chapter 39: In the Three-fold Land,9,635,https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png', 'path': 'full/56fa5b7fe9f28141ed20ebb1d054b9e969f9343c.jpg', 'checksum': 'fb3d65c762426f0646cf090bf4805183'}]"
The Towers of Midnight,TTOM,14,Chapter 38: Wounds,8,634,https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png', 'path': 'full/f18fe973d880a534a1fa2fb31659f83bd21e9b90.jpg', 'checksum': 'c7e4109a246a86ef67ecd5cd4ac1bce3'}]"
The Towers of Midnight,TTOM,14,Chapter 37: Darkness in the Tower,7,633,https://library.tarvalon.net/images/thumb/a/a1/Silhouettes_Chapter_Icon.png/150px-Silhouettes_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/a/a1/Silhouettes_Chapter_Icon.png/150px-Silhouettes_Chapter_Icon.png', 'path': 'full/d9b3f399a7d23a071d34c54808d8adc7c4decf7d.jpg', 'checksum': '71eb11f2aa71821ab86664fd82a6f9fc'}]"
The Towers of Midnight,TTOM,14,Chapter 36: An Invitation,6,632,https://library.tarvalon.net/images/thumb/d/d9/Two_Gulls_Chapter_Icon.png/150px-Two_Gulls_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/d9/Two_Gulls_Chapter_Icon.png/150px-Two_Gulls_Chapter_Icon.png', 'path': 'full/f8d7a91989e876bdad404a8f4c92bee9077ec2b5.jpg', 'checksum': '93719846002ae79665778f67ba956b9d'}]"
The Towers of Midnight,TTOM,14,Chapter 35: The Right Thing,5,631,https://library.tarvalon.net/images/thumb/4/40/Wolf_Chapter_Icon.png/180px-Wolf_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/4/40/Wolf_Chapter_Icon.png/180px-Wolf_Chapter_Icon.png', 'path': 'full/01e1d31af6682f01e416b6eaf6863ba3535abb17.jpg', 'checksum': '74de655bbf687710113ffb076f121468'}]"
The Towers of Midnight,TTOM,14,Chapter 34: Judgement,4,630,https://library.tarvalon.net/images/thumb/9/9d/Sunburst_Chapter_Icon.png/150px-Sunburst_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/9/9d/Sunburst_Chapter_Icon.png/150px-Sunburst_Chapter_Icon.png', 'path': 'full/f7da70be5354334fc38dcea713ba45aa46e89f86.jpg', 'checksum': '106adb1cc6d2473833ffccfa9366d835'}]"
The Towers of Midnight,TTOM,14,Chapter 33: A Good Soup,3,629,https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png', 'path': 'full/808bf5d12d03d3f70f526c171e2d11d6e60da030.jpg', 'checksum': '5e946bb89b5bcfa03bfc1c52016de9a6'}]"
The Towers of Midnight,TTOM,14,Chapter 32: A Storm of Light,2,628,https://library.tarvalon.net/images/thumb/1/1e/Trolloc_Chapter_Icon.png/375px-Trolloc_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/1/1e/Trolloc_Chapter_Icon.png/375px-Trolloc_Chapter_Icon.png', 'path': 'full/7748b767b4ead7bf1e93f87f4e07f37612ce2607.jpg', 'checksum': 'abcfbd287e3cb5b921e117e3724e5b73'}]"
The Towers of Midnight,TTOM,14,Chapter 31: Into the Void,1,627,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
The Towers of Midnight,TTOM,14,Chapter 30: Men Dream Here,0,626,https://library.tarvalon.net/images/thumb/4/40/Wolf_Chapter_Icon.png/180px-Wolf_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/4/40/Wolf_Chapter_Icon.png/180px-Wolf_Chapter_Icon.png', 'path': 'full/01e1d31af6682f01e416b6eaf6863ba3535abb17.jpg', 'checksum': '74de655bbf687710113ffb076f121468'}]"
The Towers of Midnight,TTOM,14,Chapter 28: Oddities,8,624,https://library.tarvalon.net/images/thumb/1/1e/Trolloc_Chapter_Icon.png/375px-Trolloc_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/1/1e/Trolloc_Chapter_Icon.png/375px-Trolloc_Chapter_Icon.png', 'path': 'full/7748b767b4ead7bf1e93f87f4e07f37612ce2607.jpg', 'checksum': 'abcfbd287e3cb5b921e117e3724e5b73'}]"
The Towers of Midnight,TTOM,14,Chapter 29: A Terrible Feeling,9,625,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
The Towers of Midnight,TTOM,14,Chapter 27: A Call to Stand,7,623,https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png', 'path': 'full/c8b3986cd2adc5925fa128283a140921d2dd1a63.jpg', 'checksum': 'b5ba643bdd95c00cb03e105ff5d758af'}]"
The Towers of Midnight,TTOM,14,Chapter 26: Parley,6,622,https://library.tarvalon.net/images/thumb/9/9d/Sunburst_Chapter_Icon.png/150px-Sunburst_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/9/9d/Sunburst_Chapter_Icon.png/150px-Sunburst_Chapter_Icon.png', 'path': 'full/f7da70be5354334fc38dcea713ba45aa46e89f86.jpg', 'checksum': '106adb1cc6d2473833ffccfa9366d835'}]"
The Towers of Midnight,TTOM,14,Chapter 25: Return to Bandar Eban,5,621,https://library.tarvalon.net/images/thumb/d/d9/Two_Gulls_Chapter_Icon.png/150px-Two_Gulls_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/d9/Two_Gulls_Chapter_Icon.png/150px-Two_Gulls_Chapter_Icon.png', 'path': 'full/f8d7a91989e876bdad404a8f4c92bee9077ec2b5.jpg', 'checksum': '93719846002ae79665778f67ba956b9d'}]"
The Towers of Midnight,TTOM,14,Chapter 24: To Make a Stand,4,620,https://library.tarvalon.net/images/thumb/4/40/Wolf_Chapter_Icon.png/180px-Wolf_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/4/40/Wolf_Chapter_Icon.png/180px-Wolf_Chapter_Icon.png', 'path': 'full/01e1d31af6682f01e416b6eaf6863ba3535abb17.jpg', 'checksum': '74de655bbf687710113ffb076f121468'}]"
The Towers of Midnight,TTOM,14,Chapter 23: Foxheads,3,619,https://library.tarvalon.net/images/thumb/a/a1/Silhouettes_Chapter_Icon.png/150px-Silhouettes_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/a/a1/Silhouettes_Chapter_Icon.png/150px-Silhouettes_Chapter_Icon.png', 'path': 'full/d9b3f399a7d23a071d34c54808d8adc7c4decf7d.jpg', 'checksum': '71eb11f2aa71821ab86664fd82a6f9fc'}]"
The Towers of Midnight,TTOM,14,Chapter 22: The End of a Legend,2,618,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
The Towers of Midnight,TTOM,14,Chapter 21: An Open Gate,1,617,https://library.tarvalon.net/images/thumb/1/1e/Trolloc_Chapter_Icon.png/375px-Trolloc_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/1/1e/Trolloc_Chapter_Icon.png/375px-Trolloc_Chapter_Icon.png', 'path': 'full/7748b767b4ead7bf1e93f87f4e07f37612ce2607.jpg', 'checksum': 'abcfbd287e3cb5b921e117e3724e5b73'}]"
The Towers of Midnight,TTOM,14,Chapter 20: A Choice,0,616,https://library.tarvalon.net/images/thumb/c/c9/Six-Pointed_Star_Chapter_Icon.png/150px-Six-Pointed_Star_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/c/c9/Six-Pointed_Star_Chapter_Icon.png/150px-Six-Pointed_Star_Chapter_Icon.png', 'path': 'full/f688df549e49aaafda2bf6dff052be7f54a9bc3d.jpg', 'checksum': 'c0cd6dff3c9f453c674e4e0594f02f0f'}]"
The Towers of Midnight,TTOM,14,Chapter 19: Talk of Dragons,9,615,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
The Towers of Midnight,TTOM,14,Chapter 18: The Strength of This Place,8,614,https://library.tarvalon.net/images/thumb/4/40/Wolf_Chapter_Icon.png/180px-Wolf_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/4/40/Wolf_Chapter_Icon.png/180px-Wolf_Chapter_Icon.png', 'path': 'full/01e1d31af6682f01e416b6eaf6863ba3535abb17.jpg', 'checksum': '74de655bbf687710113ffb076f121468'}]"
The Towers of Midnight,TTOM,14,"Chapter 17: Partings, and a Meeting",7,613,https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png', 'path': 'full/808bf5d12d03d3f70f526c171e2d11d6e60da030.jpg', 'checksum': '5e946bb89b5bcfa03bfc1c52016de9a6'}]"
The Towers of Midnight,TTOM,14,Chapter 16:,6,612,https://library.tarvalon.net/images/thumb/0/0a/Blacksmith%27s_Puzzle_Chapter_Icon.png/150px-Blacksmith%27s_Puzzle_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/0/0a/Blacksmith%27s_Puzzle_Chapter_Icon.png/150px-Blacksmith%27s_Puzzle_Chapter_Icon.png', 'path': 'full/e5ea6c4d9557922b51a721b3eab989ed141ea1c5.jpg', 'checksum': '48a0a9e6cf7bbf516b31cb611a12196d'}]"
