book,book_abbr,book_order,chapter,chapter_abbr,chapter_order,image_urls,images
The Gathering Storm,TGS,13,Chapter 13: An Offer and a Departure,3,557,https://library.tarvalon.net/images/thumb/c/cb/Heron-Marked_Sword_Chapter_Icon_Square.png/150px-Heron-Marked_Sword_Chapter_Icon_Square.png,"[{'url': 'https://library.tarvalon.net/images/thumb/c/cb/Heron-Marked_Sword_Chapter_Icon_Square.png/150px-Heron-Marked_Sword_Chapter_Icon_Square.png', 'path': 'full/2a713bd881ffef9b71de880a94da798f50cc4519.jpg', 'checksum': 'be7cfe986aa19035a1e88022e5e1e435'}]"
The Gathering Storm,TGS,13,Chapter 12: Unexpected Encounters,2,556,https://library.tarvalon.net/images/thumb/a/a1/Silhouettes_Chapter_Icon.png/150px-Silhouettes_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/a/a1/Silhouettes_Chapter_Icon.png/150px-Silhouettes_Chapter_Icon.png', 'path': 'full/d9b3f399a7d23a071d34c54808d8adc7c4decf7d.jpg', 'checksum': '71eb11f2aa71821ab86664fd82a6f9fc'}]"
The Gathering Storm,TGS,13,Chapter 11: The Death of Adrin,1,555,https://library.tarvalon.net/images/thumb/e/e3/Age_Lace_Chapter_Icon.png/150px-Age_Lace_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/e/e3/Age_Lace_Chapter_Icon.png/150px-Age_Lace_Chapter_Icon.png', 'path': 'full/f2cd690a661e73a8c265f4da2958dd92542d23b0.jpg', 'checksum': '5f68b649415b73ad9eddfb849abf3c54'}]"
The Gathering Storm,TGS,13,Chapter 10: The Last of the Tabac,0,554,https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png', 'path': 'full/ed0773bbe7571d3225d5936ad6e2e335beb2205c.jpg', 'checksum': '5d577e48a84d99340ee361c8057794e1'}]"
The Gathering Storm,TGS,13,Chapter 9: Leaving Malden,,553,https://library.tarvalon.net/images/thumb/4/40/Wolf_Chapter_Icon.png/180px-Wolf_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/4/40/Wolf_Chapter_Icon.png/180px-Wolf_Chapter_Icon.png', 'path': 'full/01e1d31af6682f01e416b6eaf6863ba3535abb17.jpg', 'checksum': '74de655bbf687710113ffb076f121468'}]"
The Gathering Storm,TGS,13,Chapter 8: Clean Shirts,,552,https://library.tarvalon.net/images/thumb/0/05/Mice_Chapter_Icon.png/150px-Mice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/0/05/Mice_Chapter_Icon.png/150px-Mice_Chapter_Icon.png', 'path': 'full/83641a7a4bda46749f951b882ee6d77a4ab25f0f.jpg', 'checksum': 'a639ecb7068262d5c8f6cf876cba5664'}]"
The Gathering Storm,TGS,13,Chapter 7: The Plan for Arad Doman,,551,https://library.tarvalon.net/images/thumb/2/28/Ter%27angreal_Ornaments_Chapter_Icon.png/150px-Ter%27angreal_Ornaments_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/28/Ter%27angreal_Ornaments_Chapter_Icon.png/150px-Ter%27angreal_Ornaments_Chapter_Icon.png', 'path': 'full/f3cff0fdec7183d814953ddd51dfc73b70485019.jpg', 'checksum': 'c9a73c6f504e6ed7dd2f8d984f3e958e'}]"
The Gathering Storm,TGS,13,Chapter 6: When Iron Melts,,550,https://library.tarvalon.net/images/thumb/e/e3/Age_Lace_Chapter_Icon.png/150px-Age_Lace_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/e/e3/Age_Lace_Chapter_Icon.png/150px-Age_Lace_Chapter_Icon.png', 'path': 'full/f2cd690a661e73a8c265f4da2958dd92542d23b0.jpg', 'checksum': '5f68b649415b73ad9eddfb849abf3c54'}]"
The Gathering Storm,TGS,13,Chapter 5: A Tale of Blood,,549,https://library.tarvalon.net/images/thumb/d/d9/Two_Gulls_Chapter_Icon.png/150px-Two_Gulls_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/d9/Two_Gulls_Chapter_Icon.png/150px-Two_Gulls_Chapter_Icon.png', 'path': 'full/f8d7a91989e876bdad404a8f4c92bee9077ec2b5.jpg', 'checksum': '93719846002ae79665778f67ba956b9d'}]"
The Gathering Storm,TGS,13,Chapter 4: Nightfall,,548,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
The Gathering Storm,TGS,13,Chapter 3: The Ways of Honor,,547,https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png', 'path': 'full/56fa5b7fe9f28141ed20ebb1d054b9e969f9343c.jpg', 'checksum': 'fb3d65c762426f0646cf090bf4805183'}]"
The Gathering Storm,TGS,13,Chapter 2: The Nature of Pain,,546,https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png', 'path': 'full/c8b3986cd2adc5925fa128283a140921d2dd1a63.jpg', 'checksum': 'b5ba643bdd95c00cb03e105ff5d758af'}]"
The Gathering Storm,TGS,13,Chapter 1: Tears from Steel,,545,https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png', 'path': 'full/ed0773bbe7571d3225d5936ad6e2e335beb2205c.jpg', 'checksum': '5d577e48a84d99340ee361c8057794e1'}]"
The Gathering Storm,TGS,13,Prologue: What the Storm Means,Prologue,544,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
Knife of Dreams,KOD,12,Epilogue: Remember the Old Saying,Epilogue,543,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
Knife of Dreams,KOD,12,Chapter 37: Prince of the Ravens,7,542,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
Knife of Dreams,KOD,12,Chapter 36: Under an Oak,6,541,https://library.tarvalon.net/images/thumb/3/30/Harp_Chapter_Icon.png/150px-Harp_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/30/Harp_Chapter_Icon.png/150px-Harp_Chapter_Icon.png', 'path': 'full/9aa3730570006a87eb9b778031af0138ce3c639f.jpg', 'checksum': '3380c30014d092ddb10447be11385470'}]"
Knife of Dreams,KOD,12,Chapter 35: The Importance of Dyelin,5,540,https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png', 'path': 'full/808bf5d12d03d3f70f526c171e2d11d6e60da030.jpg', 'checksum': '5e946bb89b5bcfa03bfc1c52016de9a6'}]"
Knife of Dreams,KOD,12,Chapter 34: A Cup of,4,539,https://library.tarvalon.net/images/thumb/2/26/Seanchan_Helmet_Chapter_Icon.png/150px-Seanchan_Helmet_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/26/Seanchan_Helmet_Chapter_Icon.png/150px-Seanchan_Helmet_Chapter_Icon.png', 'path': 'full/e33d57eb71d2e785671a7a343ce0cb98edebb8d9.jpg', 'checksum': 'c9ed30635fdcd98b6e86a0750c7289a2'}]"
Knife of Dreams,KOD,12,Chapter 33: Nine out of Ten,3,538,https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png', 'path': 'full/808bf5d12d03d3f70f526c171e2d11d6e60da030.jpg', 'checksum': '5e946bb89b5bcfa03bfc1c52016de9a6'}]"
Knife of Dreams,KOD,12,Chapter 32: To Keep the Bargain,2,537,https://library.tarvalon.net/images/thumb/d/d9/Two_Gulls_Chapter_Icon.png/150px-Two_Gulls_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/d9/Two_Gulls_Chapter_Icon.png/150px-Two_Gulls_Chapter_Icon.png', 'path': 'full/f8d7a91989e876bdad404a8f4c92bee9077ec2b5.jpg', 'checksum': '93719846002ae79665778f67ba956b9d'}]"
Knife of Dreams,KOD,12,Chapter 30: Outside the Gates,0,535,https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png', 'path': 'full/56fa5b7fe9f28141ed20ebb1d054b9e969f9343c.jpg', 'checksum': 'fb3d65c762426f0646cf090bf4805183'}]"
Knife of Dreams,KOD,12,Chapter 31: The House on the Full Moon Street,1,536,https://library.tarvalon.net/images/thumb/a/a1/Silhouettes_Chapter_Icon.png/150px-Silhouettes_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/a/a1/Silhouettes_Chapter_Icon.png/150px-Silhouettes_Chapter_Icon.png', 'path': 'full/d9b3f399a7d23a071d34c54808d8adc7c4decf7d.jpg', 'checksum': '71eb11f2aa71821ab86664fd82a6f9fc'}]"
Knife of Dreams,KOD,12,Chapter 29: The Last Knot,9,534,https://library.tarvalon.net/images/thumb/4/40/Wolf_Chapter_Icon.png/180px-Wolf_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/4/40/Wolf_Chapter_Icon.png/180px-Wolf_Chapter_Icon.png', 'path': 'full/01e1d31af6682f01e416b6eaf6863ba3535abb17.jpg', 'checksum': '74de655bbf687710113ffb076f121468'}]"
Knife of Dreams,KOD,12,Chapter 28: In Malden,8,533,https://library.tarvalon.net/images/thumb/0/0a/Blacksmith%27s_Puzzle_Chapter_Icon.png/150px-Blacksmith%27s_Puzzle_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/0/0a/Blacksmith%27s_Puzzle_Chapter_Icon.png/150px-Blacksmith%27s_Puzzle_Chapter_Icon.png', 'path': 'full/e5ea6c4d9557922b51a721b3eab989ed141ea1c5.jpg', 'checksum': '48a0a9e6cf7bbf516b31cb611a12196d'}]"
Knife of Dreams,KOD,12,Chapter 27: A Plain Wooden Box,7,532,https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png', 'path': 'full/ed0773bbe7571d3225d5936ad6e2e335beb2205c.jpg', 'checksum': '5d577e48a84d99340ee361c8057794e1'}]"
Knife of Dreams,KOD,12,Chapter 26: As If the World Were Fog,6,531,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
Knife of Dreams,KOD,12,Chapter 25: Attending Elaida,5,530,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
Knife of Dreams,KOD,12,Chapter 24: Honey in the Tea,4,529,https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png', 'path': 'full/c8b3986cd2adc5925fa128283a140921d2dd1a63.jpg', 'checksum': 'b5ba643bdd95c00cb03e105ff5d758af'}]"
Knife of Dreams,KOD,12,Chapter 23: Call to a Sitting,3,528,https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png', 'path': 'full/f18fe973d880a534a1fa2fb31659f83bd21e9b90.jpg', 'checksum': 'c7e4109a246a86ef67ecd5cd4ac1bce3'}]"
Knife of Dreams,KOD,12,Chapter 22: To Make an Anchor Weep,2,527,https://library.tarvalon.net/images/thumb/d/d9/Two_Gulls_Chapter_Icon.png/150px-Two_Gulls_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/d9/Two_Gulls_Chapter_Icon.png/150px-Two_Gulls_Chapter_Icon.png', 'path': 'full/f8d7a91989e876bdad404a8f4c92bee9077ec2b5.jpg', 'checksum': '93719846002ae79665778f67ba956b9d'}]"
Knife of Dreams,KOD,12,Chapter 21: Within the Stone,1,526,https://library.tarvalon.net/images/thumb/8/86/Aes_Sedai_Symbol_Chapter_Icon.png/150px-Aes_Sedai_Symbol_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/8/86/Aes_Sedai_Symbol_Chapter_Icon.png/150px-Aes_Sedai_Symbol_Chapter_Icon.png', 'path': 'full/6d5ec470e68c0e338607ae5dc2220ac358de7543.jpg', 'checksum': 'aeb9d9459372a3533f49db497382c687'}]"
Knife of Dreams,KOD,12,Chapter 20: The Golden Crane,0,525,https://library.tarvalon.net/images/thumb/2/22/Two_Ravens_Chapter_Icon.png/360px-Two_Ravens_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/22/Two_Ravens_Chapter_Icon.png/360px-Two_Ravens_Chapter_Icon.png', 'path': 'full/64948d1f0bd23efcc568cb556226538b7ca27931.jpg', 'checksum': '096d664239cdd8d581f994fd53295e6f'}]"
Knife of Dreams,KOD,12,Chapter 19: Vows,9,524,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
Knife of Dreams,KOD,12,Chapter 18: News for the Dragon,8,523,https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png', 'path': 'full/ed0773bbe7571d3225d5936ad6e2e335beb2205c.jpg', 'checksum': '5d577e48a84d99340ee361c8057794e1'}]"
Knife of Dreams,KOD,12,Chapter 17: A Bronze Bear,7,522,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
Knife of Dreams,KOD,12,Chapter 16: The New Follower,6,521,https://library.tarvalon.net/images/thumb/a/a1/Silhouettes_Chapter_Icon.png/150px-Silhouettes_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/a/a1/Silhouettes_Chapter_Icon.png/150px-Silhouettes_Chapter_Icon.png', 'path': 'full/d9b3f399a7d23a071d34c54808d8adc7c4decf7d.jpg', 'checksum': '71eb11f2aa71821ab86664fd82a6f9fc'}]"
Knife of Dreams,KOD,12,Chapter 15: A Different Skill,5,520,https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png', 'path': 'full/56fa5b7fe9f28141ed20ebb1d054b9e969f9343c.jpg', 'checksum': 'fb3d65c762426f0646cf090bf4805183'}]"
Knife of Dreams,KOD,12,Chapter 14: Wet Things,4,519,https://library.tarvalon.net/images/thumb/d/d9/Two_Gulls_Chapter_Icon.png/150px-Two_Gulls_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/d9/Two_Gulls_Chapter_Icon.png/150px-Two_Gulls_Chapter_Icon.png', 'path': 'full/f8d7a91989e876bdad404a8f4c92bee9077ec2b5.jpg', 'checksum': '93719846002ae79665778f67ba956b9d'}]"
Knife of Dreams,KOD,12,Chapter 13: Siege,3,518,https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png', 'path': 'full/808bf5d12d03d3f70f526c171e2d11d6e60da030.jpg', 'checksum': '5e946bb89b5bcfa03bfc1c52016de9a6'}]"
Knife of Dreams,KOD,12,Chapter 12: A Manufactury,2,517,https://library.tarvalon.net/images/thumb/4/40/Wolf_Chapter_Icon.png/180px-Wolf_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/4/40/Wolf_Chapter_Icon.png/180px-Wolf_Chapter_Icon.png', 'path': 'full/01e1d31af6682f01e416b6eaf6863ba3535abb17.jpg', 'checksum': '74de655bbf687710113ffb076f121468'}]"
Knife of Dreams,KOD,12,Chapter 11: A Hell in Maderin,1,516,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
Knife of Dreams,KOD,12,Chapter 10: A Village in Shiota,0,515,https://library.tarvalon.net/images/thumb/7/71/Aelfinn_and_Eelfinn_Chapter_Icon.png/150px-Aelfinn_and_Eelfinn_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/71/Aelfinn_and_Eelfinn_Chapter_Icon.png/150px-Aelfinn_and_Eelfinn_Chapter_Icon.png', 'path': 'full/b79f1a5bb5cc58ee393405c846a879fac27b18fc.jpg', 'checksum': '9cfa5d16d5f3e6e74b1713458db28ba2'}]"
Knife of Dreams,KOD,12,Chapter 9: A Short Path,,514,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
Knife of Dreams,KOD,12,Chapter 8: Dragons' Eggs,,513,https://library.tarvalon.net/images/thumb/0/09/Trefoil_Leaf_Chapter_Icon.png/150px-Trefoil_Leaf_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/0/09/Trefoil_Leaf_Chapter_Icon.png/150px-Trefoil_Leaf_Chapter_Icon.png', 'path': 'full/f8c06d5d1c5726aeb67d41446b071803a3068eab.jpg', 'checksum': 'ef69a7a7b319a37a907005ef37ebfdee'}]"
Knife of Dreams,KOD,12,Chapter 7: A Cold Medalion,,512,https://library.tarvalon.net/images/thumb/b/ba/A%27dam_Chapter_Icon.png/150px-A%27dam_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/b/ba/A%27dam_Chapter_Icon.png/150px-A%27dam_Chapter_Icon.png', 'path': 'full/461ce97361b93fcfc62d9c9564a35727be8e80e4.jpg', 'checksum': '0cdf79cdf1d15eeb6441ec9dac8ce797'}]"
Knife of Dreams,KOD,12,Chapter 6: A Stave and a Razor,,511,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
Knife of Dreams,KOD,12,Chapter 5: Something ... Strange,,510,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
Knife of Dreams,KOD,12,Chapter 4: A Deal,,509,https://library.tarvalon.net/images/thumb/2/26/Seanchan_Helmet_Chapter_Icon.png/150px-Seanchan_Helmet_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/26/Seanchan_Helmet_Chapter_Icon.png/150px-Seanchan_Helmet_Chapter_Icon.png', 'path': 'full/e33d57eb71d2e785671a7a343ce0cb98edebb8d9.jpg', 'checksum': 'c9ed30635fdcd98b6e86a0750c7289a2'}]"
Knife of Dreams,KOD,12,Chapter 3: At the Gardens,,508,https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png', 'path': 'full/f18fe973d880a534a1fa2fb31659f83bd21e9b90.jpg', 'checksum': 'c7e4109a246a86ef67ecd5cd4ac1bce3'}]"
Knife of Dreams,KOD,12,Chapter 2: The Dark One's Touch,,507,https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png', 'path': 'full/c8b3986cd2adc5925fa128283a140921d2dd1a63.jpg', 'checksum': 'b5ba643bdd95c00cb03e105ff5d758af'}]"
Knife of Dreams,KOD,12,Chapter 1: When Last Sounds,,506,https://library.tarvalon.net/images/thumb/2/23/Dream_Ter%27angreal_Chapter_Icon.png/150px-Dream_Ter%27angreal_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/23/Dream_Ter%27angreal_Chapter_Icon.png/150px-Dream_Ter%27angreal_Chapter_Icon.png', 'path': 'full/7ffad5ad5de25de0bb841f17cb40321d158cbff7.jpg', 'checksum': '56cc654336727caa44e31c7fd71ed9a0'}]"
Knife of Dreams,KOD,12,Prologue: Embers Falling on Dry Grass,Prologue,505,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
Crossroads of Twilight,COT,11,Epilogue,Epilogue,504,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
Crossroads of Twilight,COT,11,Chapter 30: What the Oath Rod Can Do,0,503,https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png', 'path': 'full/c8b3986cd2adc5925fa128283a140921d2dd1a63.jpg', 'checksum': 'b5ba643bdd95c00cb03e105ff5d758af'}]"
Crossroads of Twilight,COT,11,Chapter 29: Something Flickers,9,502,https://library.tarvalon.net/images/thumb/0/0d/Sword_and_Anchor_Chapter_Icon.png/150px-Sword_and_Anchor_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/0/0d/Sword_and_Anchor_Chapter_Icon.png/150px-Sword_and_Anchor_Chapter_Icon.png', 'path': 'full/1f86f56722b40b094a8700bb3950a0d3dc910266.jpg', 'checksum': 'b10cc0e1ca85328c9dcad6f34a26eb5d'}]"
